,W3_1H_A165,W3_1H_R166,W3_24H_A167,W3_24H_R168,W3_6H_A169,W3_6H_R170,W3_D14_A171,W3_D14_R172,W3_D3_A173,W3_D3_R174,W3_D7_A175,W3_D7_R176,W3_PRE_A177,W3_PRE_R178,W5_1H_A179,W5_1H_R180,W5_24H_A181,W5_24H_R182,W5_6H_A183,W5_6H_R184,W5_D10_A185,W5_D10_R186,W5_D14_A187,W5_D14_R188,W5_D3_A189,W5_D3_R190,W5_D7_A191,W5_D7_R192,W5_PRE_A193,W5_PRE_R194,W3_1H_A201,W3_1H_R202,W3_24H_A203,W3_24H_R204,W3_6H_A205,W3_6H_R206,W3_D14_R207,W3_PRE_A208,W3_PRE_R209,W4_1H_A210,W4_1H_R211,W4_24H_A212,W4_24H_R213,W4_6H_A214,W4_6H_R215,W4_D10_A216,W4_D10_R217,W4_D14_A218,W4_D14_R219,W4_D3_A220,W4_D3_R221,W4_D7_A222,W4_D7_R223,W4_PRE_A224,W4_PRE_R225,W5_1H_A226,W5_1H_R227,W5_24H_A228,W5_24H_R229,W5_6H_A230,W5_6H_R231,W5_PRE_A232,W5_PRE_R233,W6_1H_R234,W6_24H_A235,W6_24H_R236,W6_6H_A237,W6_6H_R238,W6_D3_A239,W6_D3_R240,W6_D7_A241,W6_D7_R242,W6_D10_A243,W6_D10_R244,W6_D14_A245,W6_D14_R246,W6_PRE_A247,W6_PRE_R248,W7_1H_A249,W7_1H_R250,W7_24H_A251,W7_24H_R252,W7_6H_A253,W7_6H_R254,W7_D10_A255,W7_D10_R256,W7_D14_A257,W7_D14_R258,W7_D7_A259,W7_D7_R260,W7_PRE_A261,W7_PRE_R262,W8_1H_A263,W8_1H_R264,W8_24H_A265,W8_24H_R266,W8_6H_A267,W8_6H_R268,W8_D10_A269,W8_D10_R270,W8_D14_A271,W8_D14_R272,W8_D3_A273,W8_D3_R274,W8_D7_A275,W8_D7_R276,W8_PRE_A277,W8_PRE_R278,W9_1H_A279,W9_1H_R280,W9_24H_A281,W9_24H_R282,W9_6H_A283,W9_6H_R284,W9_D10_A285,W9_D10_R286,W9_D14_A287,W9_D14_R288,W9_D3_A289,W9_D3_R290,W9_D7_A291,W9_D7_R292,W9_PRE_A293,W9_PRE_R294,W10_PRE_R307,W10_D3_R308,W10_D10_R309,W10_D14_R310,W11_PRE_A311,W11_1H_A312,W11_6H_A313,W11_24H_A314,W11_D3_A315,W11_D7_A316,W11_D10_A317,W11_D14_A318,W12_PRE_R319,W12_1H_R320,W12_6H_R321,W12_24H_R322,W12_D3_R323,W12_D7_R324,W12_D10_R325,W12_D14_R326
ssc-miR-545-3p,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,1,4,1,17,0,62,10,22,0,0,0,0,0,0,0,2,0,0,0
ssc-miR-421-3p,0,1,0,12,23,1,0,0,0,31,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,1,0,1,0,3,0,4,0,0,0,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,2,0,2,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,4,3,0,0,0,191,19,1,2,48,17,62,14,30,47,15,0,32,53,28,0,60,36,1,0
ssc-miR-23b,0,3,0,45,35,2,0,0,1,72,2,2,14,0,0,0,2,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,20,16,1,0,8,0,7,2,3,1,1,1,5,4,0,0,0,9,0,1,0,1,0,0,0,0,0,0,0,0,1,11,2,9,5,2,1,7,5,5,0,0,2,2,6,0,0,1,1,2,9,0,0,7,5,2,2,4,0,5,2,1,4,6,2,3,5,2,10,4,6,2,2,0,0,1,0,1,2,0,2,12,10,0,0,3,1,36,2,0,0,398,72,69,80,41,31,314,83,107,94,27,3,61,132,56,0,96,62,0,1
ssc-miR-23a,345,637,41,5077,2821,89,28,0,58,8272,40,36,679,41,3,16,8,16,23,27,28,20,9,12,143,5,27,8,3,4,120,38,35,1062,839,20,0,277,18,298,92,95,60,68,77,59,257,35,0,0,319,15,64,23,19,1,8,7,4,8,3,1,2,75,372,93,299,72,81,128,320,147,169,39,112,205,98,476,31,2,42,14,214,300,25,11,186,306,91,155,98,14,181,51,71,147,172,80,127,287,88,204,252,237,100,251,13,24,23,61,36,127,0,10,352,407,41,5,95,131,1213,145,0,0,32199,3509,3983,3471,1886,2388,22460,5920,8147,6379,824,131,3644,8993,4924,23,8022,5438,48,41
ssc-miR-376a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
ssc-miR-6516,0,0,0,3,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,31,1,2,5,7,0,84,14,40,1,0,0,1,2,0,0,1,0,0,0
ssc-miR-425-3p,22,36,0,238,168,14,1,0,2,310,2,0,50,4,0,0,0,0,0,0,2,0,0,3,5,0,2,0,0,0,4,0,0,29,19,2,0,13,1,3,3,2,2,4,0,1,10,1,0,0,16,1,1,0,0,0,0,0,0,0,0,0,0,1,5,2,10,3,2,4,12,2,3,1,0,1,3,7,1,0,3,0,0,10,0,0,7,3,1,2,2,0,0,1,0,2,4,0,3,1,4,3,3,4,3,4,0,0,2,1,0,6,1,0,8,15,0,0,2,3,16,8,0,0,1947,267,146,111,52,267,884,285,310,967,154,24,793,2035,924,6,1349,1241,16,16
ssc-miR-7135-3p,0,2,0,6,16,2,0,0,0,19,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,1,2,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,0,1,0,0,0,63,2,2,0,0,0,7,5,1,6,0,0,14,44,27,0,49,30,0,0
ssc-miR-215,10,61,20,438,102,4,2,0,11,631,9,14,8,3,1,10,2,7,6,9,6,1,1,7,24,0,5,2,3,3,1,4,17,96,40,0,0,7,3,7,0,0,3,2,0,27,12,4,0,0,1,0,0,0,0,1,9,2,3,2,1,4,1,6,6,5,39,1,0,8,1,0,4,1,2,0,8,5,0,0,0,0,0,4,1,3,6,20,6,9,1,1,3,5,4,4,15,1,11,2,2,2,4,4,1,5,0,0,1,0,1,0,0,0,110,39,6,0,6,5,62,7,0,0,327,50,76,45,102,9,284,158,318,60,1,6,31,73,43,0,102,27,0,0
ssc-miR-7140-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssc-miR-500-3p,1,1,0,35,53,0,0,0,1,93,0,0,10,0,0,0,0,2,0,0,1,0,0,1,7,0,3,0,0,0,0,0,0,4,17,0,0,5,0,1,0,0,0,0,0,0,5,1,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,3,0,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,7,5,0,0,188,2,5,4,6,14,17,1,8,38,5,1,79,152,51,1,153,96,0,2
ssc-miR-7134-3p,41,134,12,658,933,29,7,1,14,1444,16,13,363,12,9,16,15,16,17,12,16,22,8,10,85,6,13,2,5,9,13,10,11,163,303,15,3,172,5,44,20,24,23,14,13,25,278,4,0,0,74,6,32,3,1,3,9,11,16,8,3,3,5,13,35,7,53,10,7,17,107,13,27,4,16,26,16,45,4,1,18,1,30,89,9,6,54,43,21,27,15,0,33,41,9,13,19,6,17,14,8,18,24,17,15,33,3,5,13,9,13,18,1,2,256,214,34,12,49,28,164,35,0,0,3447,259,265,191,15,368,287,104,117,1002,256,54,1135,1453,856,13,2105,1424,13,15
ssc-miR-628-5p,2,7,4,27,48,0,0,0,0,53,2,0,7,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,7,8,15,0,0,4,0,2,0,1,1,2,0,0,7,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,4,0,1,1,0,6,0,0,2,0,0,7,0,0,1,2,0,0,0,0,2,0,1,0,1,2,1,1,0,0,0,0,1,0,1,0,3,2,0,0,0,0,17,10,0,0,4,0,4,0,0,0,244,15,10,6,3,2,55,6,8,27,5,1,10,21,8,0,17,18,0,1
ssc-miR-218-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssc-miR-299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssc-miR-411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssc-miR-7134-5p,10,9,2,52,33,6,0,0,1,69,2,3,23,7,0,0,0,4,6,5,3,7,0,2,9,0,1,0,0,1,2,0,1,6,3,2,0,10,2,2,0,5,3,1,0,0,3,1,0,0,1,1,4,2,0,0,0,0,3,3,0,0,0,0,7,2,2,1,0,3,4,0,2,0,0,1,4,1,0,0,1,0,1,9,0,0,6,6,0,3,1,0,1,0,0,1,0,1,0,1,1,7,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,1,4,2,3,4,0,0,82,12,8,17,4,21,33,16,14,64,57,8,64,75,43,0,89,43,1,0
ssc-miR-4338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssc-miR-9789-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssc-miR-450c-3p,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ssc-miR-7857-3p,0,0,0,5,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,3,0,0,5,1,0,0,7,0,0
ssc-miR-424-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssc-miR-9790-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssc-miR-186-5p,19,51,3,428,268,4,0,1,6,655,3,0,68,5,0,1,0,1,4,1,3,1,1,0,7,4,1,0,1,2,3,5,2,62,76,3,0,24,2,17,5,8,1,9,1,4,19,2,0,0,22,1,0,1,0,0,0,0,0,0,0,0,0,0,16,3,8,1,6,1,17,6,5,1,3,2,9,16,2,0,1,1,7,19,0,0,17,10,1,1,7,0,4,3,1,10,8,0,3,7,6,3,6,10,0,6,0,0,0,4,7,5,0,4,19,23,0,0,6,9,58,23,0,0,4587,709,462,351,315,199,3306,792,1314,829,55,18,1132,2347,1054,5,1530,1093,6,11
ssc-miR-9791-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssc-miR-20b,1,1,0,9,7,0,0,0,0,20,3,0,6,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,4,0,0,4,0,2,2,0,1,1,1,3,9,0,0,0,6,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,2,1,1,0,0,2,0,4,0,0,0,0,1,0,0,2,0,1,1,1,1,0,1,4,0,0,1,0,1,0,1,3,4,0,0,0,0,0,0,1,0,0,0,2,3,9,0,0,0,0,4,1,0,0,166,15,17,3,9,2,61,9,24,17,5,0,20,32,16,0,17,13,0,0
ssc-miR-17-5p,10,24,1,154,82,3,2,5,0,221,1,3,17,1,0,2,1,3,0,2,1,4,1,1,5,3,2,0,2,3,10,2,2,63,40,2,2,9,3,32,16,18,11,11,11,14,61,23,0,0,60,3,13,3,5,0,2,0,3,0,0,0,2,10,35,10,33,10,11,20,10,15,37,9,10,44,5,46,5,0,6,7,39,69,5,6,52,46,38,34,36,1,9,23,6,12,34,7,18,34,21,7,28,22,8,35,7,2,26,26,14,15,4,3,77,293,12,0,15,48,120,38,0,0,4822,839,330,243,125,30,1934,392,836,147,19,4,177,251,108,1,124,117,1,2
ssc-miR-10a-3p,1,0,0,15,55,2,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,18,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,1,2,1,5,0,3,2,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,1,1,1,0,3,0,0,1,0,0,2,4,0,0,0,2,0,0,0,1,0,1,0,0,3,4,2,0,0,0,331,67,35,33,6,25,111,37,55,121,15,2,54,146,50,0,103,116,0,6
ssc-miR-7-3p,0,1,0,7,8,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,3,2,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,2,1,0,0,1,1,5,0,0,0,230,69,62,33,16,8,160,31,72,24,3,0,13,28,12,0,23,7,0,0
ssc-miR-21-3p,0,1,0,12,12,0,0,0,3,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,43,27,11,13,34,0,238,61,157,2,0,0,4,18,4,0,5,4,0,0
ssc-miR-490-3p,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,3,0,0,0,1,3,0,0,0,4,1,0,3,0,0,0
ssc-miR-191,1220,1738,43,21770,15602,437,135,16,184,30480,66,78,1615,87,18,37,53,64,221,70,88,113,70,101,1189,24,103,13,25,8,557,124,47,5695,5846,169,21,826,50,993,367,688,203,158,77,232,1100,50,0,0,332,13,222,53,31,8,20,48,46,125,18,13,2,219,527,252,896,159,180,352,1970,457,915,75,265,727,191,918,78,2,67,229,567,2624,33,22,1320,725,374,486,288,6,944,521,129,308,516,178,373,386,92,226,518,635,338,838,24,64,70,210,250,359,35,30,1030,1437,220,123,428,302,5681,1614,2,2,84069,46712,59531,51080,6461,11549,27490,12677,13982,58407,10194,1225,38635,61049,27640,402,58970,33578,356,421
ssc-miR-708-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ssc-miR-7140-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
ssc-miR-99a-3p,1,6,0,36,24,0,0,0,0,30,0,0,9,2,0,0,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,8,6,0,0,2,0,4,3,2,1,1,0,3,8,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1,2,0,0,0,2,0,5,0,0,1,0,1,1,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,0,6,3,0,0,1,2,1,1,0,0,447,65,20,21,8,28,122,49,77,147,12,2,116,285,196,1,205,190,0,3
ssc-miR-224,0,1,0,1,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,1,0,0,2,0,0,0,2,3,3,0,0,0,0,0
ssc-miR-9792-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssc-miR-9793-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssc-miR-10388,0,0,0,1,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,9,3,4,1,10,4,3,1,0,0,3,3,3,0,5,0,0,0
ssc-miR-99b,4,0,0,4,13,1,2,0,0,21,1,0,7,0,2,0,0,1,0,0,0,0,0,0,3,3,1,0,0,0,1,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,40,1,2,3,14,8,7,2,5,26,24,3,8,43,14,0,34,16,2,0
ssc-miR-1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssc-miR-574-3p,6,8,0,53,36,11,0,0,1,95,1,0,10,0,1,0,2,3,3,2,2,5,3,3,20,1,2,0,0,0,3,0,0,11,11,1,0,3,0,10,0,7,0,3,0,3,5,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,6,0,11,0,1,4,2,0,3,0,1,1,0,2,0,0,2,1,4,15,0,0,5,1,0,2,1,0,7,1,1,4,5,3,4,3,0,1,5,1,1,2,0,0,1,0,5,6,0,0,6,0,0,0,1,2,12,19,0,0,600,166,126,162,35,61,203,72,87,247,49,3,112,319,195,0,211,127,1,1
